event_name,date,day_of_week,time,end_time,venue_name,city,state,section_of_nj,address,price,description,performer,event_type,age_restriction,ticket_link,confidence,extracted_from,post_id,instagram_post_url,post_url,display_url,display_url_note,instagram_handle,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,from_calendar,calendar_type,combined_text
Newark Luxury Multifamily Secures Nearly $250M in Financing,2025-12-09,,,,"Newark, New Jersey",Newark,NJ,North,22 Fulton Street,,Construction starting soon!!!,,real estate/development,,,high,['ocr'],3784177387383402184,https://www.instagram.com/p/3784177387383402184/,https://www.instagram.com/p/DSEGUjODa7I/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/597731182_18108766912621442_4205971918883328376_n.webp?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QE1t2Rz1ymD-AYgcKPznFWtYjna_hik1bj-eUe1sgpqGVrTLN5sqKGZRlDgmpMFXkM&_nc_ohc=2b_Z8nVsAQoQ7kNvwGDeCDO&_nc_gid=02xuahovRFptbicFHE2dkg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnKeF9ijPOHaC3W3AC1r4oWjrE0teZRdhm9Fz9nSEfRVA&oe=69422163&_nc_sid=10d13b,CDN URL - expires after few hours/days,newarkisnow,https://www.instagram.com/newarkisnow/,"Newark,NJ Culture, News & Events",True,222,2025-12-10T01:11:59+00:00,2025-12-12T17:38:48.240936,False,,"🧱 From @newarknjdevelopmentblog

#Newarknj #Newarkisnow

NEWARK IS NOW IS PROUDLY SPONSORED BY: 

💧FREE WATER for Newark : Follow @CleanWater4Newark for more info and Donate today to help fight food insecurity in Newark! 

🎓📚Enroll at Newark’s No. 1 Charter School for College Readiness: @greatoakslegacy December 9, 2025
By: Paul Bubny
Newark Luxury Multifamily
Secures Nearly $250M in
Financing
Construction starting soon!!!
0:00/1:14 1X
newarknjdevelopmentblog 22 Fulton Street
Walker & Dunlop, Inc. arranged a comprehensive"
I JUST WANNA BRUNCH,2025-12-14,Sunday,14:00,20:00,Mamajuana Cafe Plainfield,Plainfield,NJ,Central,44 Watchung Ave,55,"Sunday Brunch with unlimited buffet, bottomless mimosas, and bottomless rum punch. DJ sets by Frank White, Hotrod, and Gotti.","Frank White, Hotrod, Gotti",brunch,,,high,"['caption', 'ocr', 'alt_text']",3785709731680374478,https://www.instagram.com/p/3785709731680374478/,https://www.instagram.com/p/DSJivGDjE7O/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/599153830_18034420247745699_707651383041633588_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGK-wRtiEftrb2F0IAr7nawWHI3nypGDjtonDV_ziXEvX58fJ-pVqSKKWvRCIRE--BTv553nvD4BdZJF61c5i9P&_nc_ohc=cMU4b3x3uMwQ7kNvwG9j6id&_nc_gid=-MowagY6pAPYmFWu8qYhYQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfmBcg5_3Rp-4i0gqLrt41PJQYuxdKNqvT8LDdvdHr-DIg&oe=694219FE&_nc_sid=10d13b,CDN URL - expires after few hours/days,commacrazyevents,https://www.instagram.com/commacrazyevents/,@CommaCrazy Events Page,True,338,2025-12-12T03:56:29+00:00,2025-12-12T17:39:00.950299,False,single,"I JUST WANNA BRUNCH” 🔥 Dec 14th 2pm-8pm
Vibe out to @hotrod.nj @ab_gotti @iamdjfrankwhite 🎶
Reserve now! 📲 Text (908) 280-4871
Don’t miss out! 🌟 #SundayBrunch #MamajuanaPlainfield #BrunchVibes” A SUNDAY BRUNCH SERIES
✰✰✰I JUST WANNA BRUNCH ✰✰✰
#IJWB
DECEMBER 14TH
SUNDAY
2PM-8PM
$55 BRUNCH
UNLIMTED BUFFET
BOTTOMLESS MIMOSAS
BOTTOMLESS RUM PUNCH
TAX AND GRATUITY NOT INCLUDED IN PRICE
DJ SETS BY
FRANK WHITE
HOTROD
GOTTI
POWERED BY
COMMA CRAZY
I JUST WANNA
BRUNCH
fijwb
COMMA
CRAZY
MAMAJUANA
PLAINFIELD
44 WATCHUNG AVE
PLAINFIELD,NJ"
Fly Sweater Sis-Mas Shoppe & Brunch,2025-12-13,,14:00,18:00,THE GALLERY BROOKLYN,BROOKLYN,NY,,674 ROGERS AVE.,,Shoppe & Brunch,,market/brunch,,,high,"['ocr', 'alt_text']",3778229847005417390,https://www.instagram.com/p/3778229847005417390/,https://www.instagram.com/p/DRu-AcmiU-u/,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/587224935_18306257017266883_5207957000345149143_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGcuZnnCDZgVUyENz1VpBKezjgrVqS1wyRv8Dc4dqGA7-s5EbpaY6iuorzex75nW_T9XpnEVEkjQ3jLiOUOGgim&_nc_ohc=IJaepTXZHoQQ7kNvwF_pv1K&_nc_gid=06zzudKB6c9o1ioIIwXCfw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnFtTcjbANdLNmHZnXTT5X2P4zjJgHN700yM0cntEJnYA&oe=69421CB5&_nc_sid=10d13b,CDN URL - expires after few hours/days,dearshorthair,https://www.instagram.com/dearshorthair/,“Dear Short Hair”,True,289,2025-12-01T20:15:00+00:00,2025-12-12T17:39:01.307766,False,,"✨ MEET OUR MODERATOR — @styledbykashie! ✨

The flyest stylist in the city is stepping in to keep our Sis-Mas convo sharp, seamless, and full of style! 

PANEL 3:25PM- 4:15PM

#Christmas #Sismas #shoppe #smallbusinesssupport #panel #sisterhood #brunch #flysweater #uglysweater #christmassweater
From Fashion Institute graduate to statement-making stylist, Kashie has an unmatched eye for detail, confidence, and creative flair — and she’s bringing ALL that energy to our panel.
Get ready for vibes, vi Moderator
@STYLEDBYKASHIE
THE FLY SWEATER SIS-MAS Shoppe & BRUNCH
2 PM UNTIL
6 PM
13TH
DEC
THE GALLERY BROOKLYN
674 ROGERS AVE.
BROOKLYN, NY 11226
POWERED BY: SUPPORTED BY: HOSTED BY:
Deborah,
Dear Short Hair
GATHER
&GLOW
Co-Founder of Enjoi Lux
THE EXPERIENCE
UNITE CREATE INSPIRE BELIEVE"
Panel Discussion,2025-12-13,,15:25,16:15,THE GALLERY BROOKLYN,BROOKLYN,NY,,674 ROGERS AVE.,,Panel discussion moderated by @styledbykashie,@styledbykashie,panel,,,high,"['caption', 'ocr', 'alt_text']",3778229847005417390,https://www.instagram.com/p/3778229847005417390/,https://www.instagram.com/p/DRu-AcmiU-u/,https://scontent-ord5-3.cdninstagram.com/v/t51.2885-15/587224935_18306257017266883_5207957000345149143_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGcuZnnCDZgVUyENz1VpBKezjgrVqS1wyRv8Dc4dqGA7-s5EbpaY6iuorzex75nW_T9XpnEVEkjQ3jLiOUOGgim&_nc_ohc=IJaepTXZHoQQ7kNvwF_pv1K&_nc_gid=06zzudKB6c9o1ioIIwXCfw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnFtTcjbANdLNmHZnXTT5X2P4zjJgHN700yM0cntEJnYA&oe=69421CB5&_nc_sid=10d13b,CDN URL - expires after few hours/days,dearshorthair,https://www.instagram.com/dearshorthair/,“Dear Short Hair”,True,289,2025-12-01T20:15:00+00:00,2025-12-12T17:39:01.307784,False,,"✨ MEET OUR MODERATOR — @styledbykashie! ✨

The flyest stylist in the city is stepping in to keep our Sis-Mas convo sharp, seamless, and full of style! 

PANEL 3:25PM- 4:15PM

#Christmas #Sismas #shoppe #smallbusinesssupport #panel #sisterhood #brunch #flysweater #uglysweater #christmassweater
From Fashion Institute graduate to statement-making stylist, Kashie has an unmatched eye for detail, confidence, and creative flair — and she’s bringing ALL that energy to our panel.
Get ready for vibes, vi Moderator
@STYLEDBYKASHIE
THE FLY SWEATER SIS-MAS Shoppe & BRUNCH
2 PM UNTIL
6 PM
13TH
DEC
THE GALLERY BROOKLYN
674 ROGERS AVE.
BROOKLYN, NY 11226
POWERED BY: SUPPORTED BY: HOSTED BY:
Deborah,
Dear Short Hair
GATHER
&GLOW
Co-Founder of Enjoi Lux
THE EXPERIENCE
UNITE CREATE INSPIRE BELIEVE"
DPX 2 Year Anniversary,2025-12-19,,,,Mamajuana Cafe Plainfield,Plainfield,NJ,Central,,,,DPX,anniversary,,,high,['caption'],3779673645611297523,https://www.instagram.com/p/3779673645611297523/,https://www.instagram.com/p/DR0GSe1kSrz/,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/591145188_18320676331219931_2873169959280534317_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHmm1qNMU_ZVgRQpbdVm6iqJS2DkUv5Ap9lIRhAGCIPK5vNAkkgWVlGfFxCdZcMgWk&_nc_ohc=skSuSLRnV5sQ7kNvwF1BLm-&_nc_gid=n6URRm-qgQ5dyg72ZCepaQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfmI0AShxfymkTsWV378Wz4TIeN1ONEnteKNOw1h7BdjAg&oe=69420B04&_nc_sid=10d13b,CDN URL - expires after few hours/days,d.project.x,https://www.instagram.com/d.project.x/,DPX THE YOUNGEST IN CHARGE,True,54,2025-12-03T20:03:51+00:00,2025-12-12T17:39:13.799334,False,single,"THANKSGIVING EVE 🔨

SHAKE THE BLOCK FRIENDSGIVING SHAKES GIVING 🔒

FEW PICS FROM THIS LEGENDARY NIGHT TAKEN BY THE BEST 🫡 @madrids.media @justin.media_ 

OFFICIAL RECAP DROPPING SOON 🚨

MAMAJUANA CAFE PLAINFIELD 📍

UPCOMING EVENTS: 
DECEMBER 19TH DPX 2 YEAR ANNIVERSARY ⚠️

#ShakeTheBlock EXIT
10
Mamajuan
Plain
ORIGINAL
PARTS GROUP
+
JANGO-FO"
World Cup Business Partners Roundtable,2025-12-10,Wednesday,,,New Jersey Performing Arts Center (NJPAC),Newark,NJ,North,,,Roundtable discussion with leaders shaping New Jersey’s game plan for 2026 World Cup.,,conference,,,high,"['caption', 'ocr']",3784214348924258063,https://www.instagram.com/p/3784214348924258063/,https://www.instagram.com/p/DSEOuaVkQcP/,https://scontent-sjc6-1.cdninstagram.com/v/t51.2885-15/590414887_18546187771005556_3178595995125768719_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QFi6QgGmmHSpbkfOj0rjFDQ_XjRVUZMcYiN8al5r13r4Jz3laCxmw_Vso-uIozSSgk&_nc_ohc=wO2Vf1sVdDoQ7kNvwE5Q7Ny&_nc_gid=lz7BXHZLeca0sC15-Ukciw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnCx7GBFERpFoHZNYpE2zdSo1HlFJtybMbAjkvSaHdjdw&oe=69422937&_nc_sid=10d13b,CDN URL - expires after few hours/days,unicorn151,https://www.instagram.com/unicorn151/,Unicorn151,True,121,2025-12-10T02:25:25+00:00,2025-12-12T17:40:04.188396,False,,"“If you want to go fast, go alone. If you want to go far, go together.” Today at NJPAC’s World Cup Business Partners Roundtable, we locked in with leaders shaping New Jersey’s game plan for 2026. This is how we elevate the culture—and @WorldCupCornerNJ is just the beginning. ⚽🏆

@njpac @telemundo @cityofnewarknj @illtown.philanthropists MET
new jersey performing arts center
njpac
business partners roundtable
fe
scoring big:
nj's playbook for world cup
2026"
Black Out Ep.92,2025-12-10,,22:00,,,,,,,,A special episode of Black Out featuring @larussell airs tonight at 10 PM EST on @earnyourleisure YouTube channel and all podcast platforms,LaRussell,podcast,,,high,"['caption', 'ocr', 'alt_text']",3784839358822027288,https://www.instagram.com/p/3784839358822027288/,https://www.instagram.com/p/DSGc1gKgRAY/,https://scontent-iad3-2.cdninstagram.com/v/t39.30808-6/595917293_1284589007035517_2919221447367204500_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QHiJ-W0ZjQ5E1nxK_Op6mtMamzNcj3ucBB3qS1qlR19wM0sJUq-EzAfWOTDIW9k0z4&_nc_ohc=IvOiehRtvcgQ7kNvwGqUzVx&_nc_gid=EHfadXzvlmkNEmOxrSrJmw&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afnokrw0Gx2bOgXC-bv-I9POedmSfATaGQLq5-REwBJg1g&oe=694207EE&_nc_sid=10d13b,CDN URL - expires after few hours/days,earnyourleisure,https://www.instagram.com/earnyourleisure/,Earn Your Leisure,True,85,2025-12-10T23:07:13+00:00,2025-12-12T17:40:26.888656,False,single,"A special episode of Black Out featuring @larussell airs tonight at 10 PM EST on @earnyourleisure YouTube channel and all podcast platforms IAN & RASHAD
BLACK
OUT
EP.92
10PM EST.
TONIGHT
You Tube
SPECIAL GUEST
LaRussell
Colun"
Small Business Saturday Pop-Up,2025-11-29,,,,The Pillars NWK,Newark,NJ,North,,,Portrait station powered by @kenibashu capturing faces and asking about the importance of supporting small businesses.,kenibashu,market,,,high,"['caption', 'ocr']",3784063886438290267,https://www.instagram.com/p/3784063886438290267/,https://www.instagram.com/p/DSDsg5OidNb/,https://scontent-atl3-3.cdninstagram.com/v/t51.2885-15/588399650_18496184338077127_7126297343967070665_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGtN5Pe7dzy38jk_HxRsKmfMdgQaNowk5FpSqSTM2iIqfndot8qZgHz8PaRZgcWs_s&_nc_ohc=61g1I_8vHBUQ7kNvwFXph0e&_nc_gid=8e3ZJdVE5pU1bNiYFNb-tw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfkpNUZaLlM8LNRHg4zIu6uBMskb5AjXnGVgNix8O86gTg&oe=6941F516&_nc_sid=10d13b,CDN URL - expires after few hours/days,vibesafterdark,https://www.instagram.com/vibesafterdark/,VIBES AFTER DARK,True,365,2025-12-09T21:26:29+00:00,2025-12-12T17:40:38.376823,False,,"Recently we hosted a Small Business Saturday pop-up in collaboration with @thepillarsnwk and we are still overjoyed & grateful for the turnout. Our portrait station, powered by the one & only @kenibashu was the highlight of the day! He captured some beautiful familiar faces & new faces, and asked them to write down a word that comes to mind when thinking about the importance of supporting small businesses. Swipe to see the magic that was created! 🪄🩶 VIBES
BEFORE
Rasheedar
Strong
11/29/25
Ethera
De-colonization
11/29/25
Small Business
Natural
-EVOLUTION
POWER
GROWTH
GOOOOD
ENERGY
MINDOFF YE
Brandont
KATSHON
HOOD
BABY
Community
11.29.25
POWAH
11/29/25
164
Zungan
Love
11.2%, 25
Baraka
Supporting
small businesses
is
Ијашка
RIGHTONTIME
TAY""
TRUST
Nov. 29TH 2025
167
November 29th 2025.
159
Bri... Rive
Legacy
11/29"
Movie fit,,,,,Cinemark 16,,NJ,,,,,,movie,,,low,['ocr'],3779934892474612723,https://www.instagram.com/p/3779934892474612723/,https://www.instagram.com/p/DR1BsH8Dbvz/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/591140714_18049216229687915_4747385589184567131_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QE0TifNo4hhhSDhSPrnaGPwNVq7Wwv-x95vXbByARauvCSyY8MeqM_7K84vLicVjFc&_nc_ohc=Q45HJIfrTTwQ7kNvwFODWjv&_nc_gid=6F3iTU-Sl_V7gUV13b2jXA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Aflg1oInb_p1t4ajH4wpHY9_lIntNVKHTLCbgYP0lky1Mw&oe=69420D35&_nc_sid=10d13b,CDN URL - expires after few hours/days,asgnmt_,https://www.instagram.com/asgnmt_/,ASGNMT,True,63,2025-12-04T04:42:54+00:00,2025-12-12T17:40:39.265748,False,,"👋🏾 ARK
CINEMARK
CINEMARK
SIP.CRUNCH.
REPEAT
MIOKER
Coca
Movie fit:"
Brunch,2025-12-06,Saturday,12:00,15:00,Orale,Jersey City,NJ,North,"341 Grove St, Jersey City",,Brunch with big flavor and good vibes.,,brunch,,,high,['caption'],3781695596206590391,https://www.instagram.com/p/3781695596206590391/,https://www.instagram.com/p/DR7SBvEjYm3/,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/591109245_18544638076018942_8729166126770179456_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH5jmJi8bj6I510x3VsL5Xh-kK1w2XT8a-GzKxs4NungDcMOaR9ESQASPf44zjkaS4&_nc_ohc=sp4Id0g2x1AQ7kNvwEpZ6Qm&_nc_gid=0nQZBx8cfyIZHnRKiGno1Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfkZ7y0kml1nBnukxJkWwGxx6m2DOVoVDUZL-frJSrezGA&oe=69420C56&_nc_sid=10d13b,CDN URL - expires after few hours/days,hdsid_jc,https://www.instagram.com/hdsid_jc/,Historic Downtown Jersey City SID,False,0,2025-12-06T15:01:39+00:00,2025-12-12T17:40:52.169526,False,weekly,"Orale on the weekend just hits different! 🌶️✨ Whether you’re rolling in for brunch or settling in for dinner, Orale is serving up big flavor and good vibes.

Brunch runs Saturdays & Sundays, 12–3pm

BONUS: They’ve got great holiday deals and an event space perfect for your festive gatherings. Check out our Jersey City Holiday Guide for all the details → jcdowntown.org

📍341 Grove St, Jersey City

#jerseycity #hdsid #downtownjerseycity #jceats #brunch #foodie #weekend "
Brunch,2025-12-07,Sunday,12:00,15:00,Orale,Jersey City,NJ,North,"341 Grove St, Jersey City",,Brunch with big flavor and good vibes.,,brunch,,,high,['caption'],3781695596206590391,https://www.instagram.com/p/3781695596206590391/,https://www.instagram.com/p/DR7SBvEjYm3/,https://scontent-bos5-1.cdninstagram.com/v/t51.2885-15/591109245_18544638076018942_8729166126770179456_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH5jmJi8bj6I510x3VsL5Xh-kK1w2XT8a-GzKxs4NungDcMOaR9ESQASPf44zjkaS4&_nc_ohc=sp4Id0g2x1AQ7kNvwEpZ6Qm&_nc_gid=0nQZBx8cfyIZHnRKiGno1Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfkZ7y0kml1nBnukxJkWwGxx6m2DOVoVDUZL-frJSrezGA&oe=69420C56&_nc_sid=10d13b,CDN URL - expires after few hours/days,hdsid_jc,https://www.instagram.com/hdsid_jc/,Historic Downtown Jersey City SID,False,0,2025-12-06T15:01:39+00:00,2025-12-12T17:40:52.169539,False,weekly,"Orale on the weekend just hits different! 🌶️✨ Whether you’re rolling in for brunch or settling in for dinner, Orale is serving up big flavor and good vibes.

Brunch runs Saturdays & Sundays, 12–3pm

BONUS: They’ve got great holiday deals and an event space perfect for your festive gatherings. Check out our Jersey City Holiday Guide for all the details → jcdowntown.org

📍341 Grove St, Jersey City

#jerseycity #hdsid #downtownjerseycity #jceats #brunch #foodie #weekend "
R&B Karaoke Sing-Along,2025-12-12,Friday,20:00,,Crabbae Kenilworth,Kenilworth,NJ,Central,"303 S. Michigan Ave, Kenilworth, NJ",,"R&B Karaoke Sing-Along with DJ vibes, hosted by Justin. BYOB • Good Music • Great Food • All the vibes","Justin, DJ",karaoke,,,high,"['caption', 'ocr', 'alt_text']",3786033251627191585,https://www.instagram.com/p/3786033251627191585/,https://www.instagram.com/p/DSKsS7fDk0h/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/588554555_18500002207078761_7390340819497451608_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHZNYyXkIoyJ_y8D7037Sfum7LnuGnmKAdzBt58hBolhCx0iP0SPHvnU5HmN-R_4nw&_nc_ohc=l60_GujWzXkQ7kNvwFJkz5y&_nc_gid=i6jdrf4gNa4rD5mTnONUrA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnLcadcEj90E1rgB49e6-alKBXYuI2ST3aZANDhfYtH-w&oe=69420CEE&_nc_sid=10d13b,CDN URL - expires after few hours/days,crabbaekenilworth,https://www.instagram.com/crabbaekenilworth/,"303S Michigan Ave, Kenilworth, NJ",True,115,2025-12-12T14:39:15+00:00,2025-12-12T17:41:05.579180,True,weekly,"Join us tonight for an R&B Karaoke Sing-Along with DJ vibes starting at 8PM, hosted by Justin.
Reservations are available. Walk-ins are welcome.
Come experience our newly remodeled space, great energy, and unforgettable vibes.

📍 Crabbae Kenilworth
303 S. Michigan Ave
Kenilworth, NJ

BYOB • Good Music • Great Food • All the vibes R&B ME
KARAOKE™
THE BIGGEST BYOB
SING ALONG
FRIDAYS 8PM♪
Crabbae
kenilworth
303S Michigan Ave
Kenilworth NJ
BYOB
コン"
R&B Karaoke Sing-Along,2025-12-19,Friday,20:00,,Crabbae Kenilworth,Kenilworth,NJ,Central,"303 S. Michigan Ave, Kenilworth, NJ",,,,karaoke,,,medium,['ocr'],3786033251627191585,https://www.instagram.com/p/3786033251627191585/,https://www.instagram.com/p/DSKsS7fDk0h/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/588554555_18500002207078761_7390340819497451608_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHZNYyXkIoyJ_y8D7037Sfum7LnuGnmKAdzBt58hBolhCx0iP0SPHvnU5HmN-R_4nw&_nc_ohc=l60_GujWzXkQ7kNvwFJkz5y&_nc_gid=i6jdrf4gNa4rD5mTnONUrA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnLcadcEj90E1rgB49e6-alKBXYuI2ST3aZANDhfYtH-w&oe=69420CEE&_nc_sid=10d13b,CDN URL - expires after few hours/days,crabbaekenilworth,https://www.instagram.com/crabbaekenilworth/,"303S Michigan Ave, Kenilworth, NJ",True,115,2025-12-12T14:39:15+00:00,2025-12-12T17:41:05.579194,True,weekly,"Join us tonight for an R&B Karaoke Sing-Along with DJ vibes starting at 8PM, hosted by Justin.
Reservations are available. Walk-ins are welcome.
Come experience our newly remodeled space, great energy, and unforgettable vibes.

📍 Crabbae Kenilworth
303 S. Michigan Ave
Kenilworth, NJ

BYOB • Good Music • Great Food • All the vibes R&B ME
KARAOKE™
THE BIGGEST BYOB
SING ALONG
FRIDAYS 8PM♪
Crabbae
kenilworth
303S Michigan Ave
Kenilworth NJ
BYOB
コン"
R&B Karaoke Sing-Along,2025-12-26,Friday,20:00,,Crabbae Kenilworth,Kenilworth,NJ,Central,"303 S. Michigan Ave, Kenilworth, NJ",,,,karaoke,,,medium,['ocr'],3786033251627191585,https://www.instagram.com/p/3786033251627191585/,https://www.instagram.com/p/DSKsS7fDk0h/,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-15/588554555_18500002207078761_7390340819497451608_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHZNYyXkIoyJ_y8D7037Sfum7LnuGnmKAdzBt58hBolhCx0iP0SPHvnU5HmN-R_4nw&_nc_ohc=l60_GujWzXkQ7kNvwFJkz5y&_nc_gid=i6jdrf4gNa4rD5mTnONUrA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfnLcadcEj90E1rgB49e6-alKBXYuI2ST3aZANDhfYtH-w&oe=69420CEE&_nc_sid=10d13b,CDN URL - expires after few hours/days,crabbaekenilworth,https://www.instagram.com/crabbaekenilworth/,"303S Michigan Ave, Kenilworth, NJ",True,115,2025-12-12T14:39:15+00:00,2025-12-12T17:41:05.579202,True,weekly,"Join us tonight for an R&B Karaoke Sing-Along with DJ vibes starting at 8PM, hosted by Justin.
Reservations are available. Walk-ins are welcome.
Come experience our newly remodeled space, great energy, and unforgettable vibes.

📍 Crabbae Kenilworth
303 S. Michigan Ave
Kenilworth, NJ

BYOB • Good Music • Great Food • All the vibes R&B ME
KARAOKE™
THE BIGGEST BYOB
SING ALONG
FRIDAYS 8PM♪
Crabbae
kenilworth
303S Michigan Ave
Kenilworth NJ
BYOB
コン"
Porta Tree Special,2025-12-24,,,,Porta,Jersey City,NJ,North,"135 Newark Ave, Jersey City NJ",,"Enjoy 2 pizzas, a carafe of wine or pitcher of beer and take home your very own Porta tree.",,special,,,high,['caption'],3781121644686187792,https://www.instagram.com/p/3781121644686187792/,https://www.instagram.com/p/DR5PhpED50Q/,https://instagram.faus1-1.fna.fbcdn.net/v/t51.2885-15/589266642_18544485853018942_1892136589641376885_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.faus1-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QF9Xg4_ui_6CMNZsx7Z206BVMcBLRXxqrHITUlOOPeu4V5DSWP0RtztMaK-iU_xbrAV2lHMezYI-Hfbkw0_vEYp&_nc_ohc=JDXG4y0F-UkQ7kNvwEQsx1j&_nc_gid=bT8MYSDY2KtF5lSeHqVnPw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfkPT_60iAzuC6_bsAG7lgUXFEgh1ehD7N3JXDuRtr8BbQ&oe=6941F476&_nc_sid=10d13b,CDN URL - expires after few hours/days,hdsid_jc,https://www.instagram.com/hdsid_jc/,Historic Downtown Jersey City SID,True,5,2025-12-05T20:00:49+00:00,2025-12-12T17:41:15.461698,False,,"Feels like a good time to grab dinner and a tree.... Pizza and a Porta tree is now available at all Porta locations. Enjoy 2 pizzas, a carafe of wine or pitcher of beer and take home your very own Porta tree now - 12/24! ❤️ 135 Newark Ave, Jersey City NJ. 

@portajerseycity

#pizza #holidays #downtownjerseycity #hdsid #shoplocal #jcmakeityours PORTA"
