INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR
DJQUA,DJ DI QUA LIVE ON 107.5 WBLS,2026-02-20,,107.5 WBLS,NYC,,CATCH DJ DI QUA EVERY FRIDAY NIGHT ON 107.5 WBLS!,HTTPS://WWW.INSTAGRAM.COM/P/DUXOMRTJRZH/,HTTPS://INSTAGRAM.FCAE1-1.FNA.FBCDN.NET/V/T51.2885-15/629358765_18558629701052909_2172188902845806161_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FCAE1-1.FNA.FBCDN.NET&_NC_CAT=105&_NC_OC=Q6CZ2QFPG2AQIZ2MBG80B6S1UY2FBRWQ77FBVCDCS1N6NEHMD-C_SDQG73R571TO5WAOE-W&_NC_OHC=SQ__MA4UNB4Q7KNVWGB2DEE&_NC_GID=WHB_Z4GIEGZUU0RKJJNFSW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSOLM9FOKSWVY5QDGOMGHTJMGMMTYFRGNWBSIXPIQ5FNQ&OE=698AE341&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUXOMRTJRZH/,HTTPS://WWW.INSTAGRAM.COM/DJQUA/,RADIO SHOW,DJ ANTOINE QUA,,DJ DI QUA,,0.95,3825704960692919495,True,False
DJQUA,DJ DI QUA LIVE ON 107.5 WBLS,2026-02-27,,107.5 WBLS,NYC,,CATCH DJ DI QUA EVERY FRIDAY NIGHT ON 107.5 WBLS!,HTTPS://WWW.INSTAGRAM.COM/P/DUXOMRTJRZH/,HTTPS://INSTAGRAM.FCAE1-1.FNA.FBCDN.NET/V/T51.2885-15/629358765_18558629701052909_2172188902845806161_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=INSTAGRAM.FCAE1-1.FNA.FBCDN.NET&_NC_CAT=105&_NC_OC=Q6CZ2QFPG2AQIZ2MBG80B6S1UY2FBRWQ77FBVCDCS1N6NEHMD-C_SDQG73R571TO5WAOE-W&_NC_OHC=SQ__MA4UNB4Q7KNVWGB2DEE&_NC_GID=WHB_Z4GIEGZUU0RKJJNFSW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSOLM9FOKSWVY5QDGOMGHTJMGMMTYFRGNWBSIXPIQ5FNQ&OE=698AE341&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUXOMRTJRZH/,HTTPS://WWW.INSTAGRAM.COM/DJQUA/,RADIO SHOW,DJ ANTOINE QUA,,DJ DI QUA,,0.95,3825704960692919495,True,False
DJQUA,DJ QUA LIVE,2026-03-14,,LAKE CHÂTEAU,,,CELEBRATE YOUR BIRTHDAY WITH DJ QUA AT LAKE CHÂTEAU!,HTTPS://WWW.INSTAGRAM.COM/P/DUYHWPCKCG8/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627587783_915898330785728_6206764857911348814_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=108&_NC_OC=Q6CZ2QGLDC7AEJZGNUXTG65WVKECGC68I7_OZPIVQ3D6W1DCODKUXJJWOMNWIGIUDXOQ_O8&_NC_OHC=BXD1OWIPSZ8Q7KNVWHEO8Z4&_NC_GID=4ATXZPUBWPSDPN46GVZKCW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVSP0UMQNAROF906ZM33Q8592DP68898OITV8GRMWQGGG&OE=698AD465&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYHWPCKCG8/,HTTPS://WWW.INSTAGRAM.COM/DJQUA/,DJ SET,DJ ANTOINE QUA,COME CELEBRATE YOUR BIRTHDAY WITH DJ QUA OR JUST COME OUT FOR A NICE TIME!,DJ QUA,$40,0.95,3825954546963826748,True,False
HOTSPOTSNJ,SINGLES NIGHT,2026-02-12,7:00 PM,CONCOURSE CLUB ROOFTOP,WOOD-RIDGE,NORTH,MINGLE AND MEET NEW PEOPLE AT SINGLES NIGHT ON THE ROOFTOP!,HTTPS://WWW.INSTAGRAM.COM/P/DTVZNRKDL8M/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/625358611_18167293384398758_3306327931435812087_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=102&_NC_OC=Q6CZ2QFLQIEA0RE7D3L1JPJ1LKSCI_8YQK4URWY4I6QLEIEXDSWX1CRV_UD4-D1TMAY9XVU&_NC_OHC=D5SAHKE129EQ7KNVWFDZVTA&_NC_GID=7LR9SZNTVRW5HE5LPRNUMG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT4-ETSSJYM2DFPUXDHTI_7GQWSFXMHE-CBAEUWH0C97G&OE=698AC0EB&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DTVZNRKDL8M/,HTTPS://WWW.INSTAGRAM.COM/HOTSPOTSNJ/,SOCIAL,HOTSPOTSNJ,"RAFFLES, GIVEAWAYS & ROOFTOP VIBES. AGES 30–45",,,0.95,3814378272780607270,True,False
BLACKWOMENNJ,BUSINESS SPOTLIGHT: A BETTER MARKET,2026-01-30,,A BETTER MARKET,PATERSON,NORTH,SUPPORT BLACK-OWNED BUSINESSES LIKE A BETTER MARKET THIS WEEK!,HTTPS://WWW.INSTAGRAM.COM/P/DUJPGX1AD5M/,HTTPS://SCONTENT-ATL3-2.CDNINSTAGRAM.COM/V/T51.2885-15/624707139_17983239671957018_4541132471926965021_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-2.CDNINSTAGRAM.COM&_NC_CAT=102&_NC_OC=Q6CZ2QENW5EAIZAV19ZFWCL4NVWGXSSX7G9QFFC2WOB-XNVMFCF8XPOJATHNM54HLTSZYYM&_NC_OHC=18BPSNZXGZ8Q7KNVWHKOH4M&_NC_GID=3C0OIHBGHBTSHEYBQN-VNG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFU8TNBUO3G0YXV55SO-ABADAU47GVLLX-1ES9YRAFGE3G&OE=698ABC58&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUJPGX1AD5M/,HTTPS://WWW.INSTAGRAM.COM/BLACKWOMENNJ/,BUSINESS SPOTLIGHT,BLACK WOMEN NEW JERSEY,"BLACK WOMEN NEW JERSEY IS HONORING SHANA MANRADGE, OWNER & CEO OF A BETTER MARKET. STOP BY TO SHOW YOUR SUPPORT!",,,0.95,3821652167400480358,True,False
BLACKWOMENNJ,VISIT A BETTER MARKET,2026-01-30,,A BETTER MARKET,PATERSON,NORTH,VISIT A BETTER MARKET AND SUPPORT A BLACK-OWNED BUSINESS!,HTTPS://WWW.INSTAGRAM.COM/P/DUJPGX1AD5M/,HTTPS://SCONTENT-ATL3-2.CDNINSTAGRAM.COM/V/T51.2885-15/624707139_17983239671957018_4541132471926965021_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-2.CDNINSTAGRAM.COM&_NC_CAT=102&_NC_OC=Q6CZ2QENW5EAIZAV19ZFWCL4NVWGXSSX7G9QFFC2WOB-XNVMFCF8XPOJATHNM54HLTSZYYM&_NC_OHC=18BPSNZXGZ8Q7KNVWHKOH4M&_NC_GID=3C0OIHBGHBTSHEYBQN-VNG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFU8TNBUO3G0YXV55SO-ABADAU47GVLLX-1ES9YRAFGE3G&OE=698ABC58&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUJPGX1AD5M/,HTTPS://WWW.INSTAGRAM.COM/BLACKWOMENNJ/,COMMUNITY SUPPORT,BLACK WOMEN NEW JERSEY,"STOP BY A BETTER MARKET, 2015 ROSA PARKS BOULEVARD, PATERSON, NJ, AND SHOW YOUR SUPPORT.",,,0.9,3821652167400480358,True,False
DJPUTON,BLACK ROOTZ INTERNATIONAL SOUND PRESENTS: DJ PUT ON BIRTHDAY CELEBRATION,2026-01-30,10:00 PM,JAMROCK HQ,TRENTON,CENTRAL,CELEBRATE WITH DJ PUT ON AND SPECIAL GUESTS AT THE BLACK ROOTZ INTERNATIONAL SOUND BIRTHDAY CELEBRATION!,HTTPS://WWW.INSTAGRAM.COM/P/DUH9OAJDVQM/,HTTPS://SCONTENT-ORD5-1.CDNINSTAGRAM.COM/V/T51.2885-15/624179479_18555813082048345_2594530860008964962_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ORD5-1.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QHGB43HAWFEQSEOV5NBEAFWATYZONTPUYWECFYABZV1LOKMEXPBSNBEK6XK4E4M0G0&_NC_OHC=LNJPBHNMMVEQ7KNVWE_48_P&_NC_GID=M582DRZP5XVTTPLGOJJMXG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUODWO8WHFUGBSJIGKAWJFWXL45GFQ1EU-FPSYZMG7CVQ&OE=698ACAFE&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUH9OAJDVQM/,HTTPS://WWW.INSTAGRAM.COM/DJPUTON/,PARTY/CONCERT,INTERNATIONAL DJ//HYPEMAN,"BLACK ROOTZ INTERNATIONAL SOUND PRESENTS: DJ PUT ON BIRTHDAY CELEBRATION FEATURING MUSIC BY DJ PUT ON, GUEST APPEARANCES BY BLVD SKINO & JAY SLOTS, JAMROCK A PRESSURE & DARIUS DK. CONTACT @MARKIEBLACK FOR ADDRESS.","DJ PUT ON, BLVD SKINO, JAY SLOTS, JAMROCK A PRESSURE, DARIUS DK, DJ PUT ON",,0.95,3821293839051586214,True,True
DJPUTON,DJ PUT ON AT JAMROCK HQ,2026-01-30,10:00 PM,JAMROCK HQ,TRENTON,CENTRAL,"THIS FRIDAY, HEAD TO TRENTON FOR A NIGHT OF MUSIC WITH DJ PUT ON AND SPECIAL GUESTS.",HTTPS://WWW.INSTAGRAM.COM/P/DUH9OAJDVQM/,HTTPS://SCONTENT-ORD5-1.CDNINSTAGRAM.COM/V/T51.2885-15/624179479_18555813082048345_2594530860008964962_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ORD5-1.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QHGB43HAWFEQSEOV5NBEAFWATYZONTPUYWECFYABZV1LOKMEXPBSNBEK6XK4E4M0G0&_NC_OHC=LNJPBHNMMVEQ7KNVWE_48_P&_NC_GID=M582DRZP5XVTTPLGOJJMXG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUODWO8WHFUGBSJIGKAWJFWXL45GFQ1EU-FPSYZMG7CVQ&OE=698ACAFE&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUH9OAJDVQM/,HTTPS://WWW.INSTAGRAM.COM/DJPUTON/,PARTY/CONCERT,INTERNATIONAL DJ//HYPEMAN,"DJ PUT ON WITH SPECIAL GUESTS DARIUS DK & A PRESSURE. HOSTED BY KNOCKOUTPARTYSTREETZ, FOURTHIRTYLEEKY, & DATGUY7974. MUSIC BY IMMONEYRICH & DJ PUT ON. ALL BIRTHDAYS & SECTIONS CONTACT @MARKIE_BLACK.","DJ PUT ON, DARIUS DK, A PRESSURE, IMMONEYRICH",,0.9,3821293839051586214,True,True
BARANTICIPATION,SUPER BOWL GAME DAY CATERING ORDERS,2026-02-05,,BAR ANTICIPATION,,CENTRAL,LAST DAY TO PLACE YOUR SUPER BOWL CATERING ORDER FOR STRESS-FREE GAME DAY!,HTTPS://WWW.INSTAGRAM.COM/P/DUYB2MFJEJ3/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T39.30808-6/625328599_1385317866961264_7582875801662509643_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=104&_NC_OC=Q6CZ2QH1KATQ7G4TWDXZ2RP716Q0RWQSRY5JM4ZDY5WZRBKQGU3MZYZMCL9HBNPQTSL-DA9XPTL1KQ9BRTRSYVWRVLXZ&_NC_OHC=3HSN0PIVGWEQ7KNVWGXYAZR&_NC_GID=3VYDHG8DFC30JMO_WFA56G&EDM=APS17CUAAAAA&CCB=7-5&OH=00_AFTCVWTDFJFNEHQ2ABIRSCZRFRURQH_UB_4-W5I2M-CQOW&OE=698AC4D7&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYB2MFJEJ3/,HTTPS://WWW.INSTAGRAM.COM/BARANTICIPATION/,CATERING,BAR ANTICIPATION,"LAST DAY TO PLACE ORDERS FOR SUPER BOWL GAME DAY CATERING. INCLUDES BONE-IN WINGS, BONELESS WINGS, CHICKEN TENDERS, MAC & CHEESE, AND DQ CHICKEN SKEWERS.",,,0.95,3825816005763786999,True,False
DELTAS99,WEEK OF LOVE AFTER-DINNER EXPERIENCE,2026-02-10,,AYA HOOKAH LOUNGE,,,EXTEND THE ROMANCE WITH THE WEEK OF LOVE AFTER-DINNER EXPERIENCE AT AYA HOOKAH LOUNGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625216017_18555764377012455_7743857225696696405_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QFNK-PGHJPAHMH0CU7IKJ2ZX-YR1UUCZM8FDY86NRMSTRYLX7B3OATWTYZU6XZZUCS&_NC_OHC=QYGHOYJQQBQQ7KNVWEDA_S-&_NC_GID=V1RMUNJMFHGZMGJCZ9UR3Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT3YJHPGVAOQ1ID7ZLCC6-HMYQL_ZW72UK-EEM3AHKWEG&OE=698AC33A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://WWW.INSTAGRAM.COM/DELTAS99/,SPECIAL EVENT,DELTA'S NB,DINE AT DELTA’S AND CONTINUE THE NIGHT AT AYA HOOKAH LOUNGE. SHOW YOUR DELTA'S RECEIPT UPON ENTRY.,,,0.95,3824507147640184853,True,True
DELTAS99,WEEK OF LOVE AFTER-DINNER EXPERIENCE,2026-02-11,,AYA HOOKAH LOUNGE,,,EXTEND THE ROMANCE WITH THE WEEK OF LOVE AFTER-DINNER EXPERIENCE AT AYA HOOKAH LOUNGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625216017_18555764377012455_7743857225696696405_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QFNK-PGHJPAHMH0CU7IKJ2ZX-YR1UUCZM8FDY86NRMSTRYLX7B3OATWTYZU6XZZUCS&_NC_OHC=QYGHOYJQQBQQ7KNVWEDA_S-&_NC_GID=V1RMUNJMFHGZMGJCZ9UR3Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT3YJHPGVAOQ1ID7ZLCC6-HMYQL_ZW72UK-EEM3AHKWEG&OE=698AC33A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://WWW.INSTAGRAM.COM/DELTAS99/,SPECIAL EVENT,DELTA'S NB,DINE AT DELTA’S AND CONTINUE THE NIGHT AT AYA HOOKAH LOUNGE. SHOW YOUR DELTA'S RECEIPT UPON ENTRY.,,,0.95,3824507147640184853,True,True
DELTAS99,WEEK OF LOVE AFTER-DINNER EXPERIENCE,2026-02-12,,AYA HOOKAH LOUNGE,,,EXTEND THE ROMANCE WITH THE WEEK OF LOVE AFTER-DINNER EXPERIENCE AT AYA HOOKAH LOUNGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625216017_18555764377012455_7743857225696696405_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QFNK-PGHJPAHMH0CU7IKJ2ZX-YR1UUCZM8FDY86NRMSTRYLX7B3OATWTYZU6XZZUCS&_NC_OHC=QYGHOYJQQBQQ7KNVWEDA_S-&_NC_GID=V1RMUNJMFHGZMGJCZ9UR3Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT3YJHPGVAOQ1ID7ZLCC6-HMYQL_ZW72UK-EEM3AHKWEG&OE=698AC33A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://WWW.INSTAGRAM.COM/DELTAS99/,SPECIAL EVENT,DELTA'S NB,DINE AT DELTA’S AND CONTINUE THE NIGHT AT AYA HOOKAH LOUNGE. SHOW YOUR DELTA'S RECEIPT UPON ENTRY.,,,0.95,3824507147640184853,True,True
DELTAS99,WEEK OF LOVE AFTER-DINNER EXPERIENCE,2026-02-13,,AYA HOOKAH LOUNGE,,,EXTEND THE ROMANCE WITH THE WEEK OF LOVE AFTER-DINNER EXPERIENCE AT AYA HOOKAH LOUNGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625216017_18555764377012455_7743857225696696405_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QFNK-PGHJPAHMH0CU7IKJ2ZX-YR1UUCZM8FDY86NRMSTRYLX7B3OATWTYZU6XZZUCS&_NC_OHC=QYGHOYJQQBQQ7KNVWEDA_S-&_NC_GID=V1RMUNJMFHGZMGJCZ9UR3Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT3YJHPGVAOQ1ID7ZLCC6-HMYQL_ZW72UK-EEM3AHKWEG&OE=698AC33A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://WWW.INSTAGRAM.COM/DELTAS99/,SPECIAL EVENT,DELTA'S NB,DINE AT DELTA’S AND CONTINUE THE NIGHT AT AYA HOOKAH LOUNGE. SHOW YOUR DELTA'S RECEIPT UPON ENTRY.,,,0.95,3824507147640184853,True,True
DELTAS99,WEEK OF LOVE AFTER-DINNER EXPERIENCE,2026-02-14,,AYA HOOKAH LOUNGE,,,EXTEND THE ROMANCE WITH THE WEEK OF LOVE AFTER-DINNER EXPERIENCE AT AYA HOOKAH LOUNGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625216017_18555764377012455_7743857225696696405_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QFNK-PGHJPAHMH0CU7IKJ2ZX-YR1UUCZM8FDY86NRMSTRYLX7B3OATWTYZU6XZZUCS&_NC_OHC=QYGHOYJQQBQQ7KNVWEDA_S-&_NC_GID=V1RMUNJMFHGZMGJCZ9UR3Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT3YJHPGVAOQ1ID7ZLCC6-HMYQL_ZW72UK-EEM3AHKWEG&OE=698AC33A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://WWW.INSTAGRAM.COM/DELTAS99/,SPECIAL EVENT,DELTA'S NB,DINE AT DELTA’S AND CONTINUE THE NIGHT AT AYA HOOKAH LOUNGE. SHOW YOUR DELTA'S RECEIPT UPON ENTRY.,,,0.95,3824507147640184853,True,True
DELTAS99,WEEK OF LOVE AFTER-DINNER EXPERIENCE,2026-02-15,,AYA HOOKAH LOUNGE,,,EXTEND THE ROMANCE WITH THE WEEK OF LOVE AFTER-DINNER EXPERIENCE AT AYA HOOKAH LOUNGE!,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/625216017_18555764377012455_7743857225696696405_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QFNK-PGHJPAHMH0CU7IKJ2ZX-YR1UUCZM8FDY86NRMSTRYLX7B3OATWTYZU6XZZUCS&_NC_OHC=QYGHOYJQQBQQ7KNVWEDA_S-&_NC_GID=V1RMUNJMFHGZMGJCZ9UR3Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFT3YJHPGVAOQ1ID7ZLCC6-HMYQL_ZW72UK-EEM3AHKWEG&OE=698AC33A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTYPZYCSAV/,HTTPS://WWW.INSTAGRAM.COM/DELTAS99/,SPECIAL EVENT,DELTA'S NB,DINE AT DELTA’S AND CONTINUE THE NIGHT AT AYA HOOKAH LOUNGE. SHOW YOUR DELTA'S RECEIPT UPON ENTRY.,,,0.95,3824507147640184853,True,True
CORNBREADSOUL,CONVERSATIONS OVER CORNBREAD SEASON TWO PREMIERE,2026-01-13,,NEWARK LOCATION,NEWARK,NORTH,CATCH THE HIGHLY ANTICIPATED PREMIERE OF SEASON TWO OF 'CONVERSATIONS OVER CORNBREAD'!,HTTPS://WWW.INSTAGRAM.COM/P/DTDR3YODOR0/,HTTPS://SCONTENT-LAX3-2.CDNINSTAGRAM.COM/V/T51.2885-15/616260488_1423130002511695_8980805090704643352_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-LAX3-2.CDNINSTAGRAM.COM&_NC_CAT=107&_NC_OC=Q6CZ2QF7PYXIHZ5HEUPHBL7JN4WX6KQVKPTVAAQAM3KBVZVB6K44JMNXGMS5GP8XFYOHVK0&_NC_OHC=QPRMYGZQ5PAQ7KNVWG799TD&_NC_GID=E38IQCUSTIWYNFBMG2QHXG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVLXEG4OMNFD_EANXAIUGKETWKMB6MTZMZECKXWCWY1CQ&OE=698ADB47&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DTDR3YODOR0/,HTTPS://WWW.INSTAGRAM.COM/CORNBREADSOUL/,TELEVISION/PODCAST PREMIERE,CORNBREAD,SEASON TWO OF 'CONVERSATIONS OVER CORNBREAD' STARTS UP!,,,0.8,3809279460110142196,True,False
CARIBBREWCAFENWK,BLACK HISTORY MONTH CELEBRATION (OPEN TO COMMUNITY LEADERS),2026-02-28,,CARIBBREW,NEWARK,NORTH,CELEBRATE BLACK EXCELLENCE AT CARIBBREW THIS FEBRUARY!,HTTPS://WWW.INSTAGRAM.COM/P/DUTUEF2FDNO/,HTTPS://SCONTENT-LAX7-1.CDNINSTAGRAM.COM/V/T51.2885-15/625054924_17893758882408589_6686935672769203460_N.JPG?STP=DST-JPG_E15_FR_S1080X1080_TT6&_NC_HT=SCONTENT-LAX7-1.CDNINSTAGRAM.COM&_NC_CAT=101&_NC_OC=Q6CZ2QG0F7PQ4WFLDPRF5DRQMVKFTFFJBIB7XNGNHTRUUMJB1PSBH-F6HJSWLYTNQU3OCWE&_NC_OHC=0_JTP-XK5LSQ7KNVWGGDMSQ&_NC_GID=_FKMHU6LTPO15SGMPPGN3G&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUVBWJZK05PLDQMZNSIE8G5FL3EHR3NUXVOS0UWMABOEG&OE=698AE125&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUTUEF2FDNO/,HTTPS://WWW.INSTAGRAM.COM/CARIBBREWCAFENWK/,COMMUNITY GATHERING,CARIBBREW CAFE NEWARK,CARIBBREW IS OFFERING ITS SPACE FREE OF CHARGE TO COMMUNITY LEADERS AND MOVERS & SHAKERS TO HOST MEANINGFUL EVENTS CELEBRATING BLACK EXCELLENCE.,,FREE,0.95,3824490565275605480,True,False
CORNBREADSOUL,CONVERSATION OVER CORNBREAD INTERVIEW PREMIERE,2025-10-01,,915 BROAD ST,NEWARK,NORTH,"CATCH THE PREMIERE OF THE INTERVIEW WITH @SHANIQUE.T, DISCUSSING PERSONAL GROWTH AND FINDING DIRECTION.",HTTPS://WWW.INSTAGRAM.COM/P/DPRORE0JVHN/,HTTPS://INSTAGRAM.FSAC1-2.FNA.FBCDN.NET/V/T51.2885-15/559336643_582203458250499_18839542370060956_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FSAC1-2.FNA.FBCDN.NET&_NC_CAT=103&_NC_OC=Q6CZ2QF8GNS4LY1J7W3TWPJQRX9WB6RHDA7M7DI7K2XRPHQMF5XUE8TYAK6HL7EECXC7SUS&_NC_OHC=IQGJLHA-DACQ7KNVWGBCAYT&_NC_GID=G6LXBEK544EIWK2RLNKOPW&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSYVQ66CKMVJDNTZOL3GIO3-IOXYWWDNOUUVATZ-10TZA&OE=698ABACC&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DPRORE0JVHN/,HTTPS://WWW.INSTAGRAM.COM/CORNBREADSOUL/,INTERVIEW,CORNBREAD,"PREMIERE OF THE INTERVIEW WITH @SHANIQUE.T OF @BLACKWOMENNJ, DISCUSSING THE CURRENT STATE OF US AS A PEOPLE AND HOW TO REFOCUS YOUR “PERSONAL GPS” TO FIND DIRECTION.","@SHANIQUE.T, @BLACKWOMENNJ",,0.95,3733828312125755853,True,False
