event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Strawberry Lemon Drop Special,2026-02-26,,Cherry's Lounge,Jersey City,North,Sip on our delicious Strawberry Lemon Drops!,Drink Special,Special on Strawberry Lemon Drops.,,$10,0.9,cherryslounge_bar_grill_,https://www.instagram.com/p/DVML_nEDn7W/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/639515039_17925807423236656_7160456723805461011_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHEsROI5v4JADQ-tkHgudU2CA0LYZLsp7lEehC2wHh_S7IOQKDqXNK-Sjx4FZebFCo&_nc_ohc=5BzD_Q0SDUsQ7kNvwFNpARK&_nc_gid=g5-Z20oEhuta6XFTVRMyvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs9j0Vf1aZGdCuGVU3JveiWCA6xtMXzLkrnJYx37EGM5g&oe=69A564FE&_nc_sid=10d13b,https://www.instagram.com/p/DVML_nEDn7W/,https://www.instagram.com/cherryslounge_bar_grill_/,Cherry’s Lounge,3840497332022836950,True,True
Strawberry Lemon Drop Special,2026-02-27,,Cherry's Lounge,Jersey City,North,Sip on our delicious Strawberry Lemon Drops!,Drink Special,Special on Strawberry Lemon Drops.,,$10,0.9,cherryslounge_bar_grill_,https://www.instagram.com/p/DVML_nEDn7W/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/639515039_17925807423236656_7160456723805461011_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHEsROI5v4JADQ-tkHgudU2CA0LYZLsp7lEehC2wHh_S7IOQKDqXNK-Sjx4FZebFCo&_nc_ohc=5BzD_Q0SDUsQ7kNvwFNpARK&_nc_gid=g5-Z20oEhuta6XFTVRMyvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs9j0Vf1aZGdCuGVU3JveiWCA6xtMXzLkrnJYx37EGM5g&oe=69A564FE&_nc_sid=10d13b,https://www.instagram.com/p/DVML_nEDn7W/,https://www.instagram.com/cherryslounge_bar_grill_/,Cherry’s Lounge,3840497332022836950,True,True
Strawberry Lemon Drop Special,2026-02-28,,Cherry's Lounge,Jersey City,North,Sip on our delicious Strawberry Lemon Drops!,Drink Special,Special on Strawberry Lemon Drops.,,$10,0.9,cherryslounge_bar_grill_,https://www.instagram.com/p/DVML_nEDn7W/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/639515039_17925807423236656_7160456723805461011_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHEsROI5v4JADQ-tkHgudU2CA0LYZLsp7lEehC2wHh_S7IOQKDqXNK-Sjx4FZebFCo&_nc_ohc=5BzD_Q0SDUsQ7kNvwFNpARK&_nc_gid=g5-Z20oEhuta6XFTVRMyvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs9j0Vf1aZGdCuGVU3JveiWCA6xtMXzLkrnJYx37EGM5g&oe=69A564FE&_nc_sid=10d13b,https://www.instagram.com/p/DVML_nEDn7W/,https://www.instagram.com/cherryslounge_bar_grill_/,Cherry’s Lounge,3840497332022836950,True,True
Strawberry Lemon Drop Special,2026-03-01,,Cherry's Lounge,Jersey City,North,Sip on our delicious Strawberry Lemon Drops!,Drink Special,Special on Strawberry Lemon Drops.,,$10,0.9,cherryslounge_bar_grill_,https://www.instagram.com/p/DVML_nEDn7W/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/639515039_17925807423236656_7160456723805461011_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHEsROI5v4JADQ-tkHgudU2CA0LYZLsp7lEehC2wHh_S7IOQKDqXNK-Sjx4FZebFCo&_nc_ohc=5BzD_Q0SDUsQ7kNvwFNpARK&_nc_gid=g5-Z20oEhuta6XFTVRMyvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs9j0Vf1aZGdCuGVU3JveiWCA6xtMXzLkrnJYx37EGM5g&oe=69A564FE&_nc_sid=10d13b,https://www.instagram.com/p/DVML_nEDn7W/,https://www.instagram.com/cherryslounge_bar_grill_/,Cherry’s Lounge,3840497332022836950,True,True
Strawberry Lemon Drop Special,2026-03-02,,Cherry's Lounge,Jersey City,North,Sip on our delicious Strawberry Lemon Drops!,Drink Special,Special on Strawberry Lemon Drops.,,$10,0.9,cherryslounge_bar_grill_,https://www.instagram.com/p/DVML_nEDn7W/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/639515039_17925807423236656_7160456723805461011_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHEsROI5v4JADQ-tkHgudU2CA0LYZLsp7lEehC2wHh_S7IOQKDqXNK-Sjx4FZebFCo&_nc_ohc=5BzD_Q0SDUsQ7kNvwFNpARK&_nc_gid=g5-Z20oEhuta6XFTVRMyvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs9j0Vf1aZGdCuGVU3JveiWCA6xtMXzLkrnJYx37EGM5g&oe=69A564FE&_nc_sid=10d13b,https://www.instagram.com/p/DVML_nEDn7W/,https://www.instagram.com/cherryslounge_bar_grill_/,Cherry’s Lounge,3840497332022836950,True,True
Strawberry Lemon Drop Special,2026-03-03,,Cherry's Lounge,Jersey City,North,Sip on our delicious Strawberry Lemon Drops!,Drink Special,Special on Strawberry Lemon Drops.,,$10,0.9,cherryslounge_bar_grill_,https://www.instagram.com/p/DVML_nEDn7W/,https://scontent-iad3-1.cdninstagram.com/v/t51.82787-15/639515039_17925807423236656_7160456723805461011_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHEsROI5v4JADQ-tkHgudU2CA0LYZLsp7lEehC2wHh_S7IOQKDqXNK-Sjx4FZebFCo&_nc_ohc=5BzD_Q0SDUsQ7kNvwFNpARK&_nc_gid=g5-Z20oEhuta6XFTVRMyvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs9j0Vf1aZGdCuGVU3JveiWCA6xtMXzLkrnJYx37EGM5g&oe=69A564FE&_nc_sid=10d13b,https://www.instagram.com/p/DVML_nEDn7W/,https://www.instagram.com/cherryslounge_bar_grill_/,Cherry’s Lounge,3840497332022836950,True,True
Madminds Reload: Open Mic Series,2026-03-08,6:00 PM,Underground VBC,,,"Get ready for the Madminds Reload Open Mic series, where talent takes center stage!",Open Mic,"Madminds Reload: Open Mic series returns. Guaranteed performances to first 35 sign ups. Doors and sign ups start at 6pm. 1 song per artist, 5 minute max. Featured performances throughout the night. Vendors selling art and custom or limited merch. Live podcast by @ayoochillstudios all night. Network, connect and have fun at the biggest open mic and artist platform in NJ. Bring a crowd and kill your set and you could be a featured artist at one of our takeovers with over 300 fans in the audience! Tickets go up at the door!",,Tickets at the door,1,madmindstakeover,https://www.instagram.com/p/DVHMRklj4bE/,https://scontent-dfw6-1.cdninstagram.com/v/t51.71878-15/639613744_918189984526311_3689379015442577072_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw6-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QH-TNr7rgwQBd8tQofMm-H9EsCAgIYVEp68IzkdzmEfJ2Uf3MBuHDs4LP-UNl-Dfgw&_nc_ohc=45GyT-F5pa4Q7kNvwE1Lvm7&_nc_gid=Wiyhq1rjt05F6NZnjLLZBA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvxV1QaXW99mFiYJCVjW8cCXM52DJ-ygnCimys8DJksiw&oe=69A56508&_nc_sid=10d13b,https://www.instagram.com/p/DVHMRklj4bE/,https://www.instagram.com/madmindstakeover/,𝙈𝘼𝘿𝙈𝙞𝙉𝘿S,3839091191430743748,False,False
Birthday Bash for Blaise,2026-02-21,,Raza's at Hamilton,Hamilton,Central,Celebrate your special moments at Raza's Hamilton!,Birthday Party,"Last night was all about great vibes, high energy, and even better company. Huge shoutout to Blaise — happy birthday! 🎂 Thank you for choosing to celebrate with us and bringing the party to the table.",,,0.9,razas_hamiltonnj,https://www.instagram.com/p/DVESnx_DrzQ/,https://scontent-lax7-1.cdninstagram.com/v/t51.82787-15/637704005_17913531942314957_3050127916824162480_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-lax7-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGbJ-0P7TVqe0NGZsEymHJ9_U9XK1rQOIOMl09DLAxQey5dBpj-9lpj0aOFx0nBZUY&_nc_ohc=w-Dbpes3N5UQ7kNvwGvzaD4&_nc_gid=R0zIzConprGyrBPjsoHiHw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afus_c7ygfiNUqS66KYwQk2wvKG-8ajjMN6KlOlCGqCCfA&oe=69A58B0B&_nc_sid=10d13b,https://www.instagram.com/p/DVESnx_DrzQ/,https://www.instagram.com/razas_hamiltonnj/,Raza’s at Hamilton,3838274680994577616,True,False
Art&B event Vol. 3: Where R&B Meets Art,2026-03-21,,"SoHo, New York",New York,,Get ready for an intimate collision of art and R&B!,Art Exhibition,"Everyone’s favorite Art&B event is returning for Vol. 3: Where R&B Meets Art. Seeking painters, digital artists, and photographers to showcase their work in an intimate Soho setting where art meets smooth r&b vibes. The city’s most intimate collision of art and r&b.",,,0.9,theartwalk.love,https://www.instagram.com/p/DVHiOmZDytg/,https://scontent-hou1-1.cdninstagram.com/v/t51.82787-15/640913311_17963161113042844_4564645257250494262_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEYPHzB04aOUQ0BbHwb188_I4VWSiiNHe1EkY-tx5iQ7gLPkF-cL6_CZJSEWvdFPQA&_nc_ohc=Nqg9899usz0Q7kNvwHDGqXi&_nc_gid=cAYykuBOWUicXMN6E51XlQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvcZGWndA-pt-b4gtMaGjhQC3Z_eI81MhuCAbk_5gUh9w&oe=69A56A16&_nc_sid=10d13b,https://www.instagram.com/p/DVHiOmZDytg/,https://www.instagram.com/theartwalk.love/,"The Art Walk, Love",3839187744233302880,True,False
Hanging out at @902brewing,2026-02-22,,902 Brewing,,,"Good times, good beers, good dancing this Saturday!",Social Gathering,"Good times, good beers, good dancing 💃🏻🕺",,,0.7,burnside_manor,https://www.instagram.com/p/DVFEk92kXCT/,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/639844951_17979825326991139_6904494311303744833_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGL_nZxI2hVlO124obzPMzwOZbDFxqY5xgfNS0yk2MfK8FrYvqoLdatvhCiRZQXnrQ&_nc_ohc=O3RfqyCMc08Q7kNvwF2TjPq&_nc_gid=28kAoGS--6bkHQeYboqR9Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfuvYtMAXJ8gqdxZDJiSOMnpjP7DHF35AUwDTb5sXUTcTw&oe=69A5814E&_nc_sid=10d13b,https://www.instagram.com/p/DVFEk92kXCT/,https://www.instagram.com/burnside_manor/,,3838494389904175251,False,False
Club 111 Launch,2026-02-27,9:00 PM,Club 111,Plainfield,Central,Experience the new wave of Jersey nightlife at Club 111!,Club Night,"Introducing the new wave Club 111, bringing a worldwide feel to Jersey nightlife. Every Friday, starting February 27th. Ladies free with RSVP until 11:11 PM. Music for everyone's tastes.",,,0.9,club111.nj,https://www.instagram.com/p/DUbm0sckQHR/,https://scontent-sjc6-1.cdninstagram.com/v/t51.82787-15/627183928_17847886077677351_5451574066559246923_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QFxWIWpNBI1iUySqzAJ5Kn0iaH3Ca0NjmPgKb7z7uHfjxzI4NvIWZDHzkua42jvRi0&_nc_ohc=5y5UAn1E2WsQ7kNvwH2-xsT&_nc_gid=LZDXe9Hkj5qWP6Aszk9NXg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afv1gUnwEbfTp8xlKF83SkajsSK2tfseS4a5dFJXKJ2idA&oe=69A56EDF&_nc_sid=10d13b,https://www.instagram.com/p/DUbm0sckQHR/,https://www.instagram.com/club111.nj/,Club 111,3826823055285486033,True,False
Words Unleashed,2026-02-22,,The Atelier,Newark,North,Experience the power of spoken word at Words Unleashed!,Open Mic,"An open mic experience featuring performances that resonate, moments that linger, and energy that lives beyond the mic. Hosted by Culture & Soul Productions in honor of Black History Month.",@oneday.mp333 (Vibes curated by),,0.9,cultureandsoulprod,https://www.instagram.com/p/DU9cGk4kYeo/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/639728636_17936186655158900_4672919614598384131_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGayUk61vdQV7PQcnNzg2AuO_nAHZkreP8kmKm1QD0mAqf74cu7ehzVnmHqPVdQVHs&_nc_ohc=CJVJniIBvzYQ7kNvwFpx8aF&_nc_gid=59JUKz-rrZS7MTuw-FvtRQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afte2TrGrVIoeExAAA56L0MPFP6Wzo9sQU7w9-jtzRI2Bg&oe=69A59020&_nc_sid=10d13b,https://www.instagram.com/p/DU9cGk4kYeo/,https://www.instagram.com/cultureandsoulprod/,Culture & Soul Productions,3836346054812469160,True,False
Singles Night,2026-03-05,7:00 PM,The Standard Café,Newark,North,Don't miss Newark's hottest Singles Night on March 5th!,Singles Night,"50 women ready to mix and connect. Men, this is your sign. If you've been saying you're tired of the apps... This is your move. Don't watch the recap. Be in the room.",,,1,hotspotsocialclub,https://www.instagram.com/p/DVJdt6qEfT9/,https://scontent-dfw5-2.cdninstagram.com/v/t51.71878-15/639525104_2117208482458586_1617153337449049001_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGymbItTIxvg9-wMMnaCTpzZd9d9gHLrpnYOUVFhJRrdkj9Jn74CM_cmlL6Kc-CVbs&_nc_ohc=_2BwTOYj3oYQ7kNvwFbhYEB&_nc_gid=Dl9C7_bgnjzs7UCTPLEapg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvSl0xQM8OHUbehe_eiAuXildD-WFQByMqYSN4KYHNoTw&oe=69A59516&_nc_sid=10d13b,https://www.instagram.com/p/DVJdt6qEfT9/,https://www.instagram.com/hotspotsocialclub/,,3839730856018179325,True,False
Pouring Melodies Daily Launch,2026-02-21,9:00 AM,R&Beans Coffee,,,Get ready for a cultural cornerstone as R&Beans launches 'Pouring Melodies Daily' this Saturday!,launch,Join us for the unveiling of “Pouring Melodies Daily “- a special collaboration between R&Beans and PMD. Discover the creative spark behind R&Beans as its owners share their vision for a dynamic community coffee shop that’s set to become a cultural cornerstone. Meet @ariel_cianni and what she brings to R&beans!,,,0.9,rnbeanscafe,https://www.instagram.com/p/DVAH_8FDCvX/,https://scontent-iad3-1.cdninstagram.com/v/t51.71878-15/632110430_1587687652356032_5573707212836159942_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QF6RyWzLTtQ1IHs7J_kfWIY88gXtID-JH29yE4KoCivA-lkYyMyOx8yVw8a7ELAFbU&_nc_ohc=mFH-Ggx-ZAYQ7kNvwEE2w2e&_nc_gid=CR9a4dRgzpcJo5NRFiaYQg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afu7VQzQsMv4ACWth98UQpurokyrbPnoTALEBGGg_GUzvg&oe=69A5765C&_nc_sid=10d13b,https://www.instagram.com/p/DVAH_8FDCvX/,https://www.instagram.com/rnbeanscafe/,R&Beans Coffee,3837102062681467863,True,False
EMPOWERHER Day Party Pop-Up,2026-03-14,2:00 PM,"The Newark Standard – Restaurant, Bar & Café",Newark,North,"Shop, network, and uplift women entrepreneurs at the EMPOWERHER Day Party Pop-Up!",Pop-up / Market,"Celebrate female talent with a day party pop-up featuring women entrepreneurs and local brands. Connect, shop, and support women-owned businesses. Full food and specialty cocktail menus available, plus live DJ entertainment.",Live DJ,,0.9,thenewarkstandard,https://www.instagram.com/p/DVKPnbKDdpO/,https://scontent-atl3-2.cdninstagram.com/v/t51.71878-15/641634291_802821766172402_7656059132532025999_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QE0_GXbdlhc6T9g2LFj8xDohy86VUW_Li3_TPIwCeIfxrtLh6FXuvwO3r3UKqQpd3I&_nc_ohc=UIXy1Ep6peMQ7kNvwGgT4F9&_nc_gid=7NAQJqXHCqaHXVEHH7ttnA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsdmLBMYxWb6oze_hjPATuKEIgWibdzESwQQVIaJGu7vg&oe=69A578D4&_nc_sid=10d13b,https://www.instagram.com/p/DVKPnbKDdpO/,https://www.instagram.com/thenewarkstandard/,The Newark Standard,3839950312203737678,True,False
Hot Mat Pilates with Jacqueline,2026-02-25,6:00 PM,ZURA Blooms,ZURA Blooms,Central,Get ready for a fun and effective Hot Mat Pilates session tonight!,Class,Hot Mat Pilates class with Jacqueline. Put yourself on the waitlist if sold out.,Jacqueline,,0.8,zurablooms,https://www.instagram.com/p/DVLuwdsjUO1/,https://instagram.fmek1-1.fna.fbcdn.net/v/t51.71878-15/639729338_1496985645194024_3058096724971540829_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fmek1-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QF5ynGRQx6m0sKAHjKarKo3vNIOoOD-y9FqQ7uvwm4We8MRTDw3Xp_-Cedrc5t4wjw&_nc_ohc=o7_y4X6H1ZcQ7kNvwHVkdd7&_nc_gid=qOoIP7Ppfl26IJMZYVBtoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs7q-Dd7W0Dw3HRvxIq7SgoWyl2imbRQvYDhJfHh7dfqQ&oe=69A5716C&_nc_sid=10d13b,https://www.instagram.com/p/DVLuwdsjUO1/,https://www.instagram.com/zurablooms/,ZURA Blooms,3840368747823842229,False,False
Kristen’s Class,2026-03-01,10:00 AM,ZURA Blooms,ZURA Blooms,Central,Start your Sunday with an invigorating Pilates class!,Class,Kristen’s class on Sunday at 10 am.,Kristen,,0.8,zurablooms,https://www.instagram.com/p/DVLuwdsjUO1/,https://instagram.fmek1-1.fna.fbcdn.net/v/t51.71878-15/639729338_1496985645194024_3058096724971540829_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fmek1-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QF5ynGRQx6m0sKAHjKarKo3vNIOoOD-y9FqQ7uvwm4We8MRTDw3Xp_-Cedrc5t4wjw&_nc_ohc=o7_y4X6H1ZcQ7kNvwHVkdd7&_nc_gid=qOoIP7Ppfl26IJMZYVBtoQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afs7q-Dd7W0Dw3HRvxIq7SgoWyl2imbRQvYDhJfHh7dfqQ&oe=69A5716C&_nc_sid=10d13b,https://www.instagram.com/p/DVLuwdsjUO1/,https://www.instagram.com/zurablooms/,ZURA Blooms,3840368747823842229,False,False
Sammie Live at R&B and Chill,2026-03-07,10:00 PM,Wilson's Restaurant & Live Music,Hi-Nella,South,Catch Sammie performing live this March at R&B and Chill!,Concert,"Sammie performs live at R&B and Chill with music by DJ Weswill and hosted by comedian Will Wright. Featuring comedy, karaoke, and hookah vibes.",Sammie,,0.9,rnb_chill,https://www.instagram.com/p/DU8nJgIEf7z/,https://scontent-lax3-1.cdninstagram.com/v/t51.82787-15/637118185_18106907122804557_3800292625259935606_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QECAI9cnWtEXiRx454W6LmDIt_1mHyVn6QSKP9FgtHtItMC0vv8HVhX35fth2cvN_Q&_nc_ohc=PxlmjNRLwAEQ7kNvwEQA-13&_nc_gid=Bo9OWDQ_fDpz0yWYwphf6g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsbHkKwz1EIhri5BNCUzaa5G1sd2meAL9NPmTk07MPklQ&oe=69A58831&_nc_sid=10d13b,https://www.instagram.com/p/DU8nJgIEf7z/,https://www.instagram.com/rnb_chill/,R&B And Chill,3836113159397179123,True,False
Brunch with Live DJ,,11:00 AM,The Newark Standard,Newark,North,Saturdays and Sundays are served with a side of live DJ beats and bottomless mimosas at The Newark Standard!,Food & Drink,"Brunch with Live DJ, bottomless mimosas, fresh pizza, fluffy pancakes, and delicious cocktails.",Live DJ,$34.99 (Bottomless Mimosas),0.9,thenewarkstandard,https://www.instagram.com/p/DTnjQL4DQ2X/,https://scontent-msp1-1.cdninstagram.com/v/t51.71878-15/618929918_1201839138221130_341075342906825289_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-msp1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHXaPeh5N8G9W4krFIAfAho9dzAzohmwXlATOpY7uFHjXJo2NH083Ihujqf75Z59wU&_nc_ohc=aKMd_Ej4OOIQ7kNvwG9cTHi&_nc_gid=jcCV_MVQJeUX4MuDjysXwA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvZ3XVLefHrPf5dVihbuETVNMuDjMtTqX-qqv51KQesvw&oe=69A57FDA&_nc_sid=10d13b,https://www.instagram.com/p/DTnjQL4DQ2X/,https://www.instagram.com/thenewarkstandard/,The Newark Standard,3812170653483470231,True,False
Brunch with Live DJ,,11:00 AM,The Newark Standard,Newark,North,Saturdays and Sundays are served with a side of live DJ beats and bottomless mimosas at The Newark Standard!,Food & Drink,"Brunch with Live DJ, bottomless mimosas, fresh pizza, fluffy pancakes, and delicious cocktails.",Live DJ,$34.99 (Bottomless Mimosas),0.9,thenewarkstandard,https://www.instagram.com/p/DTnjQL4DQ2X/,https://scontent-msp1-1.cdninstagram.com/v/t51.71878-15/618929918_1201839138221130_341075342906825289_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-msp1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHXaPeh5N8G9W4krFIAfAho9dzAzohmwXlATOpY7uFHjXJo2NH083Ihujqf75Z59wU&_nc_ohc=aKMd_Ej4OOIQ7kNvwG9cTHi&_nc_gid=jcCV_MVQJeUX4MuDjysXwA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvZ3XVLefHrPf5dVihbuETVNMuDjMtTqX-qqv51KQesvw&oe=69A57FDA&_nc_sid=10d13b,https://www.instagram.com/p/DTnjQL4DQ2X/,https://www.instagram.com/thenewarkstandard/,The Newark Standard,3812170653483470231,True,False
Private Party,,,The Newark Standard,Newark,Central,"Book your private party, birthday, or corporate event at The Newark Standard!",Private Event,"The Newark Standard offers private rooms perfect for your next private party, birthday celebration, corporate event, rehearsal dinner, or special gathering. They provide a stylish event space with great food, craft cocktails, and a unique atmosphere.",,,0.8,thenewarkstandard,https://www.instagram.com/p/DVE_1gCjX-C/,https://instagram.fsac1-2.fna.fbcdn.net/v/t51.71878-15/641041083_1609355617151354_2134099750184394565_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGSkYx6cRZKwGTFGHs7vCvbjH4H0YZpFdpREKtOzOatQdcZfTrawAVWqutNWTkZ8cs&_nc_ohc=V3jymM8ku1wQ7kNvwFTZgED&_nc_gid=Fchpqz-I9W8fV-ccH5l-7w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfurM_63anODKWbyyweSFztTZGNTTUPdYi30LTtIDLfXXQ&oe=69A56572&_nc_sid=10d13b,https://www.instagram.com/p/DVE_1gCjX-C/,https://www.instagram.com/thenewarkstandard/,The Newark Standard,3838473535891537794,True,False
Birthday parties,,,The Newark Standard,Newark,Central,"Book your private party, birthday, or corporate event at The Newark Standard!",Birthday Party,The Newark Standard offers private rooms perfect for birthday parties.,,,0.8,thenewarkstandard,https://www.instagram.com/p/DVE_1gCjX-C/,https://instagram.fsac1-2.fna.fbcdn.net/v/t51.71878-15/641041083_1609355617151354_2134099750184394565_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGSkYx6cRZKwGTFGHs7vCvbjH4H0YZpFdpREKtOzOatQdcZfTrawAVWqutNWTkZ8cs&_nc_ohc=V3jymM8ku1wQ7kNvwFTZgED&_nc_gid=Fchpqz-I9W8fV-ccH5l-7w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfurM_63anODKWbyyweSFztTZGNTTUPdYi30LTtIDLfXXQ&oe=69A56572&_nc_sid=10d13b,https://www.instagram.com/p/DVE_1gCjX-C/,https://www.instagram.com/thenewarkstandard/,The Newark Standard,3838473535891537794,True,False
Corporate events,,,The Newark Standard,Newark,Central,"Book your private party, birthday, or corporate event at The Newark Standard!",Corporate Event,The Newark Standard offers private rooms perfect for corporate events.,,,0.8,thenewarkstandard,https://www.instagram.com/p/DVE_1gCjX-C/,https://instagram.fsac1-2.fna.fbcdn.net/v/t51.71878-15/641041083_1609355617151354_2134099750184394565_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGSkYx6cRZKwGTFGHs7vCvbjH4H0YZpFdpREKtOzOatQdcZfTrawAVWqutNWTkZ8cs&_nc_ohc=V3jymM8ku1wQ7kNvwFTZgED&_nc_gid=Fchpqz-I9W8fV-ccH5l-7w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfurM_63anODKWbyyweSFztTZGNTTUPdYi30LTtIDLfXXQ&oe=69A56572&_nc_sid=10d13b,https://www.instagram.com/p/DVE_1gCjX-C/,https://www.instagram.com/thenewarkstandard/,The Newark Standard,3838473535891537794,True,False
Private dinners,,,The Newark Standard,Newark,Central,"Book your private party, birthday, or corporate event at The Newark Standard!",Private Dinner,The Newark Standard offers private rooms perfect for private dinners.,,,0.8,thenewarkstandard,https://www.instagram.com/p/DVE_1gCjX-C/,https://instagram.fsac1-2.fna.fbcdn.net/v/t51.71878-15/641041083_1609355617151354_2134099750184394565_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=instagram.fsac1-2.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGSkYx6cRZKwGTFGHs7vCvbjH4H0YZpFdpREKtOzOatQdcZfTrawAVWqutNWTkZ8cs&_nc_ohc=V3jymM8ku1wQ7kNvwFTZgED&_nc_gid=Fchpqz-I9W8fV-ccH5l-7w&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfurM_63anODKWbyyweSFztTZGNTTUPdYi30LTtIDLfXXQ&oe=69A56572&_nc_sid=10d13b,https://www.instagram.com/p/DVE_1gCjX-C/,https://www.instagram.com/thenewarkstandard/,The Newark Standard,3838473535891537794,True,False
